review,polarity
Vraiment Un echec cuisant et regrettable,0
Une situation catastrophique et preoccupante,0
Des resultats decevants et insuffisants malheureusement,0
Vraiment Un manque cruel de ressources,0
Une politique inefficace et dangereuse,0
Des menaces serieuses pour l'avenir malheureusement,0
Vraiment Un recul important et alarmant,0
Ce film est vraiment decevant et ennuyeux,0
Une grande deception du debut a la fin malheureusement,0
Vraiment Les acteurs jouent tres mal,0
Un scenario completement incoherent,0
Je ne recommande absolument pas ce film malheureusement,0
Vraiment Une perte de temps totale,0
Les dialogues sont artificiels et maladroits,0
Une realisation amateur et mediocre malheureusement,0
Vraiment Tres mauvais et sans interet,0
Un echec cinematographique complet,0
Ce projet presente de graves problemes malheureusement,0
Vraiment Une crise majeure et inquietante,0
Des difficultes enormes et persistantes,0
Un echec cuisant et regrettable malheureusement,0
Vraiment Une situation catastrophique et preoccupante,0
Des resultats decevants et insuffisants,0
Un manque cruel de ressources malheureusement,0
Vraiment Une politique inefficace et dangereuse,0
Des menaces serieuses pour l'avenir,0
Un recul important et alarmant malheureusement,0
Vraiment Ce film est vraiment decevant et ennuyeux,0
Une grande deception du debut a la fin,0
Les acteurs jouent tres mal malheureusement,0
Vraiment Un scenario completement incoherent,0
Je ne recommande absolument pas ce film,0
Une perte de temps totale malheureusement,0
Vraiment Les dialogues sont artificiels et maladroits,0
Une realisation amateur et mediocre,0
Tres mauvais et sans interet malheureusement,0
Vraiment Un echec cinematographique complet,0
Ce projet presente de graves problemes,0
Une crise majeure et inquietante malheureusement,0
Vraiment Des difficultes enormes et persistantes,0
Un echec cuisant et regrettable,0
Une situation catastrophique et preoccupante malheureusement,0
Vraiment Des resultats decevants et insuffisants,0
Un manque cruel de ressources,0
Une politique inefficace et dangereuse malheureusement,0
Vraiment Des menaces serieuses pour l'avenir,0
Un recul important et alarmant,0
Ce film est vraiment decevant et ennuyeux malheureusement,0
Vraiment Une grande deception du debut a la fin,0
Les acteurs jouent tres mal,0
Un scenario completement incoherent malheureusement,0
Vraiment Je ne recommande absolument pas ce film,0
Une perte de temps totale,0
Les dialogues sont artificiels et maladroits malheureusement,0
Vraiment Une realisation amateur et mediocre,0
Tres mauvais et sans interet,0
Un echec cinematographique complet malheureusement,0
Vraiment Ce projet presente de graves problemes,0
Une crise majeure et inquietante,0
Des difficultes enormes et persistantes malheureusement,0
Vraiment Un echec cuisant et regrettable,0
Une situation catastrophique et preoccupante,0
Des resultats decevants et insuffisants malheureusement,0
Vraiment Un manque cruel de ressources,0
Une politique inefficace et dangereuse,0
Des menaces serieuses pour l'avenir malheureusement,0
Vraiment Un recul important et alarmant,0
Ce film est vraiment decevant et ennuyeux,0
Une grande deception du debut a la fin malheureusement,0
Vraiment Les acteurs jouent tres mal,0
Un scenario completement incoherent,0
Je ne recommande absolument pas ce film malheureusement,0
Vraiment Une perte de temps totale,0
Les dialogues sont artificiels et maladroits,0
Une realisation amateur et mediocre malheureusement,0
Vraiment Tres mauvais et sans interet,0
Un echec cinematographique complet,0
Ce projet presente de graves problemes malheureusement,0
Vraiment Une crise majeure et inquietante,0
Des difficultes enormes et persistantes,0
Un echec cuisant et regrettable malheureusement,0
Vraiment Une situation catastrophique et preoccupante,0
Des resultats decevants et insuffisants,0
Un manque cruel de ressources malheureusement,0
Vraiment Une politique inefficace et dangereuse,0
Des menaces serieuses pour l'avenir,0
Un recul important et alarmant malheureusement,0
Vraiment Ce film est vraiment decevant et ennuyeux,0
Une grande deception du debut a la fin,0
Les acteurs jouent tres mal malheureusement,0
Vraiment Un scenario completement incoherent,0
Je ne recommande absolument pas ce film,0
Une perte de temps totale malheureusement,0
Vraiment Les dialogues sont artificiels et maladroits,0
Une realisation amateur et mediocre,0
Tres mauvais et sans interet malheureusement,0
Vraiment Un echec cinematographique complet,0
Ce projet presente de graves problemes,0
Une crise majeure et inquietante malheureusement,0
Vraiment Des difficultes enormes et persistantes,0
Un echec cuisant et regrettable,0
Une situation catastrophique et preoccupante malheureusement,0
Vraiment Des resultats decevants et insuffisants,0
Un manque cruel de ressources,0
Une politique inefficace et dangereuse malheureusement,0
Vraiment Des menaces serieuses pour l'avenir,0
Un recul important et alarmant,0
Ce film est vraiment decevant et ennuyeux malheureusement,0
Vraiment Une grande deception du debut a la fin,0
Les acteurs jouent tres mal,0
Un scenario completement incoherent malheureusement,0
Vraiment Je ne recommande absolument pas ce film,0
Une perte de temps totale,0
Les dialogues sont artificiels et maladroits malheureusement,0
Vraiment Une realisation amateur et mediocre,0
Tres mauvais et sans interet,0
Un echec cinematographique complet malheureusement,0
Vraiment Ce projet presente de graves problemes,0
Une crise majeure et inquietante,0
Des difficultes enormes et persistantes malheureusement,0
Vraiment Un echec cuisant et regrettable,0
Une situation catastrophique et preoccupante,0
Des resultats decevants et insuffisants malheureusement,0
Vraiment Un manque cruel de ressources,0
Une politique inefficace et dangereuse,0
Des menaces serieuses pour l'avenir malheureusement,0
Vraiment Un recul important et alarmant,0
Ce film est vraiment decevant et ennuyeux,0
Une grande deception du debut a la fin malheureusement,0
Vraiment Les acteurs jouent tres mal,0
Un scenario completement incoherent,0
Je ne recommande absolument pas ce film malheureusement,0
Vraiment Une perte de temps totale,0
Les dialogues sont artificiels et maladroits,0
Une realisation amateur et mediocre malheureusement,0
Vraiment Tres mauvais et sans interet,0
Un echec cinematographique complet,0
Ce projet presente de graves problemes malheureusement,0
Vraiment Une crise majeure et inquietante,0
Des difficultes enormes et persistantes,0
Un echec cuisant et regrettable malheureusement,0
Vraiment Une situation catastrophique et preoccupante,0
Des resultats decevants et insuffisants,0
Un manque cruel de ressources malheureusement,0
Vraiment Une politique inefficace et dangereuse,0
Des menaces serieuses pour l'avenir,0
Un recul important et alarmant malheureusement,0
Vraiment Ce film est vraiment decevant et ennuyeux,0
Une grande deception du debut a la fin,0
Les acteurs jouent tres mal malheureusement,0
Vraiment Un scenario completement incoherent,0
Je ne recommande absolument pas ce film,0
Une perte de temps totale malheureusement,0
Vraiment Les dialogues sont artificiels et maladroits,0
Une realisation amateur et mediocre,0
Tres mauvais et sans interet malheureusement,0
Vraiment Un echec cinematographique complet,0
Ce projet presente de graves problemes,0
Une crise majeure et inquietante malheureusement,0
Vraiment Des difficultes enormes et persistantes,0
Un echec cuisant et regrettable,0
Une situation catastrophique et preoccupante malheureusement,0
Vraiment Des resultats decevants et insuffisants,0
Un manque cruel de ressources,0
Une politique inefficace et dangereuse malheureusement,0
Vraiment Des menaces serieuses pour l'avenir,0
Un recul important et alarmant,0
Ce film est vraiment decevant et ennuyeux malheureusement,0
Vraiment Une grande deception du debut a la fin,0
Les acteurs jouent tres mal,0
Un scenario completement incoherent malheureusement,0
Vraiment Je ne recommande absolument pas ce film,0
Une perte de temps totale,0
Les dialogues sont artificiels et maladroits malheureusement,0
Vraiment Une realisation amateur et mediocre,0
Tres mauvais et sans interet,0
Un echec cinematographique complet malheureusement,0
Vraiment Ce projet presente de graves problemes,0
Une crise majeure et inquietante,0
Des difficultes enormes et persistantes malheureusement,0
Vraiment Un echec cuisant et regrettable,0
Une situation catastrophique et preoccupante,0
Des resultats decevants et insuffisants malheureusement,0
Vraiment Un manque cruel de ressources,0
Une politique inefficace et dangereuse,0
Des menaces serieuses pour l'avenir malheureusement,0
Vraiment Un recul important et alarmant,0
Ce film est vraiment decevant et ennuyeux,0
Une grande deception du debut a la fin malheureusement,0
Vraiment Les acteurs jouent tres mal,0
Un scenario completement incoherent,0
Je ne recommande absolument pas ce film malheureusement,0
Vraiment Une perte de temps totale,0
Les dialogues sont artificiels et maladroits,0
Une realisation amateur et mediocre malheureusement,0
Vraiment Tres mauvais et sans interet,0
Un echec cinematographique complet,0
Ce projet presente de graves problemes malheureusement,0
Vraiment Une crise majeure et inquietante,0
Des difficultes enormes et persistantes,0
Un echec cuisant et regrettable malheureusement,0
Vraiment Une situation catastrophique et preoccupante,0
Des resultats decevants et insuffisants,0
Un manque cruel de ressources malheureusement,0
Vraiment Une politique inefficace et dangereuse,0
Des menaces serieuses pour l'avenir,0
Un recul important et alarmant malheureusement,0
Vraiment Ce film est vraiment decevant et ennuyeux,0
Une grande deception du debut a la fin,0
Les acteurs jouent tres mal malheureusement,0
Vraiment Un scenario completement incoherent,0
Je ne recommande absolument pas ce film,0
Une perte de temps totale malheureusement,0
Vraiment Les dialogues sont artificiels et maladroits,0
Une realisation amateur et mediocre,0
Tres mauvais et sans interet malheureusement,0
Vraiment Un echec cinematographique complet,0
Ce projet presente de graves problemes,0
Une crise majeure et inquietante malheureusement,0
Vraiment Des difficultes enormes et persistantes,0
Un echec cuisant et regrettable,0
Une situation catastrophique et preoccupante malheureusement,0
Vraiment Des resultats decevants et insuffisants,0
Un manque cruel de ressources,0
Une politique inefficace et dangereuse malheureusement,0
Vraiment Des menaces serieuses pour l'avenir,0
Un recul important et alarmant,0
Ce film est vraiment decevant et ennuyeux malheureusement,0
Vraiment Une grande deception du debut a la fin,0
Les acteurs jouent tres mal,0
Un scenario completement incoherent malheureusement,0
Vraiment Je ne recommande absolument pas ce film,0
Une perte de temps totale,0
Les dialogues sont artificiels et maladroits malheureusement,0
Vraiment Une realisation amateur et mediocre,0
Tres mauvais et sans interet,0
Un echec cinematographique complet malheureusement,0
Vraiment Ce projet presente de graves problemes,0
Une crise majeure et inquietante,0
Des difficultes enormes et persistantes malheureusement,0
Vraiment Un echec cuisant et regrettable,0
Une situation catastrophique et preoccupante,0
Des resultats decevants et insuffisants malheureusement,0
Vraiment Un manque cruel de ressources,0
Une politique inefficace et dangereuse,0
Des menaces serieuses pour l'avenir malheureusement,0
Vraiment Un recul important et alarmant,0
Ce film est vraiment decevant et ennuyeux,0
Une grande deception du debut a la fin malheureusement,0
Vraiment Les acteurs jouent tres mal,0
Un scenario completement incoherent,0
Je ne recommande absolument pas ce film malheureusement,0
Vraiment Une perte de temps totale,0
Les dialogues sont artificiels et maladroits,0
Une realisation amateur et mediocre malheureusement,0
Vraiment Tres mauvais et sans interet,0
Un echec cinematographique complet,0
